Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo;Visibilidad
manila-1gyz4;BANDEJA ACACIA MANILA BLACK 28X13 CM;COCINA > BAZAR > BANDEJAS - BOWLS - TABLAS, DIA DEL PADRE;;;;;;;24,500.00;;0.05;2.00;7.00;15.00;1;;;SI;NO;"<h4>BANDEJA ACACIA MANILA BLACK 28X13 CM</h4>
<h4>&nbsp;La l&iacute;nea Manila est&aacute; realizada a mano artesanalmente, logrando que cada pieza sea realmente &uacute;nica.<br />Su madera es muy noble, resistente y destacada por poseer un lustre natural incre&iacute;ble. Ideal para usar tanto en el interior como en el exterior.<br />Son much&iacute;simas las combinaciones que se pueden lograr con esta vajilla tan c&aacute;lida y aut&eacute;ntica, desde darle un toque m&aacute;s artesanal a otra vajilla muy cl&aacute;sica, o combinarlo con piezas en acr&iacute;lico para un exterior, hasta mezclarla inclusive con otra vajilla en tonos neutros, negra, etc.<br /><br />Caracter&iacute;sticas:<br /><br />. Medida: 28 x 12,5 cm<br />. Material: Madera de Acacia<br />. Apto lavavajillas: No<br />. Apto microondas: No<br />. Apto horno: No<br />. L&iacute;nea de dise&ntilde;o: Manila Black<br />. Origen: Filipinas<br />. Consejo: Lavar con agua y jab&oacute;n con esponja suave, y siempre secar al finalizar.</h4>";;;;;SI;;;;;Visible
bandeja-1f6eh;BANDEJA ACACIA MANILA BLACK 30,5X30,5 CM;COCINA > BAZAR > BANDEJAS - BOWLS - TABLAS, DIA DEL PADRE;;;;;;;37,500.00;;0.05;2.00;15.00;15.00;2;;;SI;NO;"<h4>BANDEJA ACACIA MANILA BLACK 30,5X30,5 CM</h4>
<h4>&nbsp;</h4>
<div>La l&iacute;nea Manila est&aacute; realizada a mano artesanalmente, logrando que cada pieza sea realmente &uacute;nica.<br />Su madera es muy noble, resistente y destacada por poseer un lustre natural incre&iacute;ble. Ideal para usar tanto en el interior como en el exterior.<br />Son much&iacute;simas las combinaciones que se pueden lograr con esta vajilla tan c&aacute;lida y aut&eacute;ntica, desde darle un toque m&aacute;s artesanal a otra vajilla muy cl&aacute;sica, o combinarlo con piezas en acr&iacute;lico para un exterior, hasta mezclarla inclusive con otra vajilla en tonos neutros, negra, etc.<br /><br />Caracter&iacute;sticas:<br /><br />. Medida: 30,5 x 30,5 cm<br />. Material: Madera de Acacia<br />. Apto lavavajillas: No<br />. Apto microondas: No<br />. Apto horno: No<br />. L&iacute;nea de dise&ntilde;o: Manila Black<br />. Origen: Filipinas<br />. Consejo: Lavar con agua y jab&oacute;n con esponja suave, y siempre secar al finalizar.</div>";;;;;SI;;;;;Visible
bowl-16-tv510;BOWL VIDRIO FUME ROSES 16 CM;COCINA > BAZAR > BANDEJAS - BOWLS - TABLAS;;;;;;;12,500.00;;0.15;5.00;10.00;10.00;3;;;SI;NO;"<h4>BOWL VIDRIO FUME ROSES 16 CM</h4>
<div>Caracter&iacute;sticas:<br /><br />. Medida: 7 x 16 cm de di&aacute;metro<br />. Capacidad: 700 ml<br />. Material: Vidrio<br />. Apto lavavajillas: No<br />. Apto microondas: No<br />. Linea de dise&ntilde;o: Roses<br /><br /></div>";;;;;SI;;;;;Visible
bowl-1xfvn;BOWL VIDRIO FUME ROSES 19 CM;COCINA > BAZAR > BANDEJAS - BOWLS - TABLAS;;;;;;;15,200.00;;0.15;5.00;15.00;15.00;4;;;SI;NO;"<h4>BOWL VIDRIO FUME ROSES 19 CM</h4>
<p>&nbsp;</p>
<div>Caracter&iacute;sticas:<br /><br />. Medida: 8 x 19 cm de di&aacute;metro<br />. Capacidad: 1000 ml<br />. Material: Vidrio<br />. Apto lavavajillas: No<br />. Apto microondas: No<br />. Linea de dise&ntilde;o: Roses<br /><br /></div>";;;;;SI;;;;;Visible
bandeja-2-4czqm;Bandeja ACACIA MANILA BLACK 27.5x15cm;COCINA > BAZAR > BANDEJAS - BOWLS - TABLAS, DIA DEL PADRE, COMBOS PARA REGALAR;;;;;;;21,500.00;;0.05;2.00;10.00;15.00;3;;;SI;NO;"<p>La l&iacute;nea Manila est&aacute; realizada a mano artesanalmente, logrando que cada pieza sea realmente &uacute;nica.<br />Su madera es muy noble, resistente y destacada por poseer un lustre natural incre&iacute;ble. Ideal para usar tanto en el interior como en el exterior.<br />Son much&iacute;simas las combinaciones que se pueden lograr con esta vajilla tan c&aacute;lida y aut&eacute;ntica, desde darle un toque m&aacute;s artesanal a otra vajilla muy cl&aacute;sica, o combinarlo con piezas en acr&iacute;lico para un exterior, hasta mezclarla inclusive con otra vajilla en tonos neutros, negra, etc.<br /><br />Caracter&iacute;sticas:<br /><br />. Medida: 27,5 x 15 cm<br />. Material: Madera de Acacia<br />. Apto lavavajillas: No<br />. Apto microondas: No<br />. Apto horno: No<br />. L&iacute;nea de dise&ntilde;o: Manila Black<br />. Origen: Filipinas<br />. Consejo: Lavar con agua y jab&oacute;n con esponja suave, y siempre secar al finalizar.</p>";;;;;SI;;;;;Visible
indivudual-perak-flecos-negros-35-cm-cqaf7;INDIVUDUAL PERAK FLECOS NEGROS 35 CM;COCINA > INDIVIDUALES;;;;;;;9,500.00;;0.05;1.00;20.00;20.00;11;;;SI;NO;"<p>Individual PERAK&nbsp;</p>
<p>Hecho de fibras naturales con flecos en su circunferencia de color negro.&nbsp;</p>
<p>Medida: 35cm diametro&nbsp;</p>
<p>Color: marron con negro.&nbsp;</p>
<p>Ideal para usarlo como centro de mesa, individuales o platos de sitio.&nbsp;</p>
<p>&nbsp;</p>";;;;;SI;;;;;Visible
set-tazas-65qlg;Set taza y plato de ceramica GRIS Y ARENA 200ml;COCINA > BAZAR > TAZAS Y PLATITOS;;;;;;;9,900.00;;0.10;7.00;7.00;7.00;5;;;SI;NO;"<p>Set de taza y plato de cer&aacute;mica con esmaltado semi-mate, color gris y arena, con detalle en la base a tono.<br />Dise&ntilde;o novedoso que combina una peque&ntilde;a trama tipo panal, con un sutil efecto de salpicado granito.<br />Ideal para combinar con cucharitas negras o doradas.<br /><br />Caracter&iacute;sticas:<br /><br />. Medidas: 7 x 8,5 cm de di&aacute;metro (taza) - 16 cm de di&aacute;metro (plato)<br />. Capacidad: 200 ml<br />. Material: Cer&aacute;mica<br />. Apto lavavajillas: Si<br />. Apto microondas: Si<br /><br /></p>";;;;;SI;;;;;Visible
bateria-1bw3c;Bateria de 5 piezas GRANITO triple capa antiadherente;COCINA > BAZAR > ORGANIZACION COCINA;;;;;;;119,900.00;;0.50;10.00;20.00;20.00;0;;;SI;NO;"<p><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Bater&iacute;a de 5 Piezas, l&iacute;nea Granito de aluminio con triple capa antiadherente, con tapas de vidrio, asas y mango simil madera soft touch y base espiral difusora de calor.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><em style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Incluye:<br style=""box-sizing: border-box;"" />Cacerola: 24 cm / 3.9 lts.<br style=""box-sizing: border-box;"" />Cacerola con Mango: 18 cm / 1.9 lts.<br style=""box-sizing: border-box;"" />Sart&eacute;n: 24 cm</em><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Apta para cocina de gas, el&eacute;ctrica, hal&oacute;gena y vitrocer&aacute;mica.</span></p>";;;;;SI;;;;;Visible
bateria-crema-26v20;Bateria de 5 piezas con mango desmontable CREMA;COCINA > BAZAR > FRASCOS, COCINA > BAZAR > ORGANIZACION COCINA;;;;;;;119,900.00;;0.40;5.00;15.00;15.00;0;;;SI;NO;"<p><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Bateria de 5 piezas con Mango desmontable. Da un uso vers&aacute;til y ahorro de espacio de guardado.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">De aluminio reforzado con 3 capas de antiadherente. Tapas de vidrio con borde siliconado.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""box-sizing: border-box; font-weight: bold; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Color: Crema<br style=""box-sizing: border-box;"" /></span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Incluye:</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Cacerola 18cm con tapa de vidrio con bordes siliconados, Sart&eacute;n 20 cm, Sart&eacute;n 26 cm y mango desmontable.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Apto cocina a gas, el&eacute;ctrica, cer&aacute;mica e inducci&oacute;n.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">En caja.</span></p>";;;;;SI;;;;;Visible
bateria-gris-1w9fo;Bateria de 5 piezas con mango desmontable GRIS;COCINA > BAZAR > FRASCOS, COCINA > BAZAR > ORGANIZACION COCINA;;;;;;;119,900.00;;0.40;5.00;15.00;15.00;1;;;SI;NO;"<p><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Bateria de 5 piezas con Mango desmontable. Da un uso vers&aacute;til y ahorro de espacio de guardado.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">De aluminio reforzado con 3 capas de antiadherente. Tapas de vidrio con borde siliconado.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""box-sizing: border-box; font-weight: bold; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Color: Gris<br style=""box-sizing: border-box;"" /></span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Incluye:</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Cacerola 18cm con tapa de vidrio con bordes siliconados, Sart&eacute;n 20 cm, Sart&eacute;n 26 cm y mango desmontable.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Apto cocina a gas, el&eacute;ctrica, cer&aacute;mica e inducci&oacute;n.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">En caja.</span></p>";;;;;SI;;;;;Visible
cubiertero-tdqho;Cubiertero madera 4 divisiones;COCINA > BAZAR > ORGANIZACION COCINA;;;;;;;18,500.00;;0.10;4.00;15.00;15.00;0;;;SI;NO;"<p>Cubiertero de madera 4 divisiones&nbsp;</p>
<p>Material: MDF&nbsp;</p>
<p>Color: beige&nbsp;</p>
<p>Medidas: 35x25x4cm (largoxanchoxalto)</p>
<p>&nbsp;</p>";;;;;SI;;;;;Visible
cesto-ropa-hlpin;Cesto ropa rigido con asas de metal y goma;BAÑO > ARTICULOS PARA BAÑO, BAÑO > CESTOS PARA BAÑO ;;;;;;;37,900.00;;0.10;25.00;15.00;2.00;2;;;SI;NO;"<p><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Cesto de ropa de tela r&iacute;gida, interior forrado, con asas de metal y goma.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><em style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Medidas:<br style=""box-sizing: border-box;"" />Alto: 61 cm.<br style=""box-sizing: border-box;"" />Ancho: 30 cm.<br style=""box-sizing: border-box;"" />Largo: 40 cm.</em></p>";;;;;SI;;;;;Visible
cesto-rombo-11dtq;Cesto Plegable rombos 45x35cm;BAÑO > CESTOS PARA BAÑO ;;;;;;;7,500.00;;0.05;2.00;15.00;15.00;4;;;SI;NO;"<p><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Cesto de tela plegable decorado con manijas de tela.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><em style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Medidas:<br style=""box-sizing: border-box;"" />Alto: 45 cm.<br style=""box-sizing: border-box;"" />Di&aacute;metro: 35 cm.</em></p>";;;;;SI;;;;;Visible
setx6-copas-vidrio-zypb6;Setx6 copas vidrio FUME 270cc;COCINA > BAZAR > VASOS - COPAS;;;;;;;32,500.00;;0.20;10.00;10.00;10.00;4;;;SI;NO;"<p><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Pack x 6 unidades copas de vidrio rayadas.&nbsp;</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><span style=""box-sizing: border-box; font-weight: bold; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Color:Fume</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><em style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Medidas:<br style=""box-sizing: border-box;"" />Alto: 14,2 cm.<br style=""box-sizing: border-box;"" />Di&aacute;metro de boca: 8 cm.<br style=""box-sizing: border-box;"" />Di&aacute;metro de base: 6,6 cm.<br style=""box-sizing: border-box;"" />Capacidad: 270 cc.</em></p>";;;;;SI;;;;;Visible
jarra-vidrio-1tm06;Jarra vidrio labrada 1L;COCINA > BAZAR > VASOS - COPAS;;;;;;;22,500.00;;0.20;10.00;10.00;10.00;0;;;SI;NO;"<p>Jarra de vidrio facetado transparente.</p>
<p>&nbsp;</p>
<p>Medidas:</p>
<p>Alto: 19,5 cm</p>
<p>Diametro de boca: 13 cm</p>
<p>Diametro de base: 10 cm</p>
<p>Capacidad: 1 lt.</p>
<p>En caja.</p>";;;;;SI;;;;;Visible
set-whisky-r2jxk;Set whisky Hielera + 6 vasos;COCINA > BAZAR > VASOS - COPAS, DIA DEL PADRE, COMBOS PARA REGALAR;;;;;;;45,900.00;;0.25;10.00;15.00;15.00;2;;;SI;NO;"<div class=""recomendadosrow row"" style=""box-sizing: border-box; margin-right: -15px; margin-left: -15px; padding-left: 15px; padding-right: 15px; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: #ffffff; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">&nbsp;</div>
<div id=""detalle"" class=""row"" style=""box-sizing: border-box; margin-right: -15px; margin-left: -15px; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: #ffffff; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">
<div class=""product-tab col-md-12 clearfix"" style=""box-sizing: border-box; position: relative; min-height: 1px; padding-right: 15px; padding-left: 15px; float: none; width: 1170px; clear: both; display: inline-block;"">
<div class=""tab-content"" style=""box-sizing: border-box;"">
<div id=""Descripci&oacute;n"" class=""tab-pane active"" style=""box-sizing: border-box; display: block;"">Set x 7 piezas. Hielera con manija de acero + 6 vasos de vidrio labrado.<br style=""box-sizing: border-box;"" />Incluye pinza de acero<br style=""box-sizing: border-box;"" /><br style=""box-sizing: border-box;"" /><br style=""box-sizing: border-box;"" /><em style=""box-sizing: border-box;"">Medidas:<br style=""box-sizing: border-box;"" />Hielera<br style=""box-sizing: border-box;"" />Alto: 12,5 cm<br style=""box-sizing: border-box;"" />Di&aacute;metro: 11,5 cm<br style=""box-sizing: border-box;"" />Capacidad: 980 ml<br style=""box-sizing: border-box;"" />Vasos<br style=""box-sizing: border-box;"" />Alto: 9 cm<br style=""box-sizing: border-box;"" />Di&aacute;metro: 8,5 cm<br style=""box-sizing: border-box;"" />Capacidad: 320 ml<br style=""box-sizing: border-box;"" /></em></div>
<div class=""tab-pane active"" style=""box-sizing: border-box; display: block;"">&nbsp;</div>
<div class=""tab-pane active"" style=""box-sizing: border-box; display: block;""><em style=""box-sizing: border-box;"">EN CAJA, IDEAL PARA REGALAR</em></div>
</div>
</div>
</div>";;;;;SI;;;;;Visible
escobilla-negra-18zsa;Escobilla negra con mango madera;BAÑO > CESTOS PARA BAÑO ;;;;;;;12,500.00;;0.05;10.00;10.00;10.00;0;;;SI;NO;"<p><span style=""color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Escobilla pl&aacute;stica con mango de madera, tope de goma y dep&oacute;sito pl&aacute;stico.</span><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><em style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"">Medidas:<br style=""box-sizing: border-box;"" />Alto total: 44 cm.<br style=""box-sizing: border-box;"" />Largo de la escobilla: 38 cm<br style=""box-sizing: border-box;"" />Alto de deposito: 16 cm<br style=""box-sizing: border-box;"" />Ancho de base: 11 cm.</em><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><br style=""box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; font-size: 14px; background-color: #ffffff;"" /><br /></p>";;;;;SI;;;;;Visible
botella-vidrio-1l-1bwa0;Botella vidrio 1L;COCINA > BAZAR > FRASCOS, COCINA > BAZAR > VASOS - COPAS;;;;;;;19,900.00;;0.15;10.00;5.00;5.00;0;;;SI;NO;"<p>Botella de vidrio labrado con tap&oacute;n de corcho</p>
<p>&nbsp;</p>
<p>Medidas:</p>
<p>Alto: 24,5 cm</p>
<p>Di&aacute;metro: 9 cm</p>
<p>Capacidad: 950 cc</p>
<p>&nbsp;</p>
<p>En caja.</p>
<p>&nbsp;</p>";;;;;SI;;;;0.00;Visible
set-de-bano-5-piezas-fzcz3;Set de baño 5 piezas Gris petroleo;BAÑO > ARTICULOS PARA BAÑO, BAÑO > CESTOS PARA BAÑO ;;;;;;;33,900.00;;0.20;15.00;10.00;10.00;3;;;SI;NO;"<p><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; font-size: 14px; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"">Set de ba&ntilde;o de 5 piezas</span><br style=""font-size: 14px; box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"" /><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; font-size: 14px; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"">Material: Pl&aacute;stico con textura de l&iacute;neas.</span><br style=""font-size: 14px; box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"" /><br style=""font-size: 14px; box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"" /><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; font-size: 14px; box-sizing: border-box; font-weight: bold; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"">Color Gris petroleo</span><br style=""font-size: 14px; box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"" /><br style=""font-size: 14px; box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"" /><em style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; font-size: 14px; box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"">Medidas:</em><br style=""font-size: 14px; box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"" /><em style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; font-size: 14px; box-sizing: border-box; color: #060606; font-family: 'Nunito Sans', sans-serif; background-color: #ffffff;"">Escobilla<br style=""box-sizing: border-box;"" />Alto: 35 cm<br style=""box-sizing: border-box;"" />Diametro: 8,5 cm<br style=""box-sizing: border-box;"" /><br style=""box-sizing: border-box;"" />Cesto con tapa<br style=""box-sizing: border-box;"" />Alto: 23 cm<br style=""box-sizing: border-box;"" />Di&aacute;metro: 17,5 cm<br style=""box-sizing: border-box;"" /><br style=""box-sizing: border-box;"" />Dispenser<br style=""box-sizing: border-box;"" />Alto: 18 cm<br style=""box-sizing: border-box;"" />Di&aacute;metro: 8 cm<br style=""box-sizing: border-box;"" /><br style=""box-sizing: border-box;"" />Vaso:<br style=""box-sizing: border-box;"" />Alto: 12,5 cm<br style=""box-sizing: border-box;"" />Di&aacute;metro: 7,5 cm</em></p>";;;;;SI;;;;;Visible
